defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Chekhov has also influenced the work of Japanese playwrights including Shimizu Kunio , Yōji Sakate , and Ai Nagai .","japanese playwrights, yōji sakate, shimizu kunio, chekhov, ai nagai","yōji sakate, japanese, chekhov, shimizu kunio, ai nagai",1,0.8,lit,1
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Investigative journalist Michael Specter , in an article in The New Yorker on 25 August 2014 entitled Seeds of Doubt ,","michael specter, the new yorker, seeds of doubt","michael specter, seeds of doubt, the new yorker, investigative journalist",2,0.8571428571428571,lit,2
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","( February 20 , 1912 - August 11 , 2011 ) was an American inventor , best known for creating Unimate , the first industrial robot .","american, unimate",unimate,2,0.6666666666666666,ai,4
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location",This was the second Senatorial race for Gordon Smith in 1996 ; he had previously lost to Ron Wyden in the 1996 United States Senate special election in Oregon to fill Bob Packwood ' s seat .,"gordon smith, bob packwood, 1996 united states senate special election in oregon, ron wyden","oregon, ron wyden, gordon smith, 1996 united states senate special election, bob packwood",2,0.6666666666666666,pol,8
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1857 , Dickens hired professional actresses for the play The Frozen Deep , written by him and his protégé , Wilkie Collins .","wilkie collins, dickens, the frozen deep","dickens, wilkie collins, the frozen deep, professional actresses",2,0.8571428571428571,lit,10
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","At UCSD , Norman was a founder of the Institute for Cognitive Science and one of the organizers of the Cognitive Science Society ( along with Roger Schank , Allan M. Collins , and others ) , which held its first meeting at the UCSD campus in 1979 .","norman, roger schank, allan m. collins, ucsd, ucsd, the institute for cognitive science, cognitive science society","ucsd, cognitive science society, norman, allan m. collins, roger schank, institute for cognitive science",2,0.8333333333333334,ai,11
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","It was a finalist for the National Book Award for Fiction ! -- National Book Awards were called American for several years from 1980 , but must not be confused with American Book Awards -- in 1979 ( which ultimately went to Tim O 'Brien for Going After Cacciato ) in the film as an official in one of Garp 's high school wrestling matches .","american book awards, tim o'brien, national book award for fiction, high school wrestling matches, national book awards, garp, going after cacciato","tim o 'brien, going after cacciato, american, garp, national book awards, national book award for fiction, american book awards",1,0.7142857142857143,lit,12
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","These included depictions of local Civil Defence during World War II including St. John Ambulance , the British Red Cross and the fire services along with air raid wardens , police officers , the Home Guard and the Royal Voluntary Service .","royal voluntary service, st. john ambulance, world war ii, home guard, british red cross, local civil defence","british red cross, home guard, police officers, fire services, air raid wardens, st. john ambulance, royal voluntary service, civil defence, world war ii",2,0.6666666666666666,music,13
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","As a distinguished writer sympathizing with the cause of communism , he was invited to speak at Maxim Gorky ' s funeral and to tour the Soviet Union as a guest of the Soviet Union of Writers .","communism, soviet union, maxim gorky ' s funeral, soviet union of writers","soviet union, maxim gorky, soviet union of writers, distinguished writer, communism",2,0.6666666666666666,lit,17
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Schweickart is a Fellow of the American Astronautical Society , the International Academy of Astronautics and the California Academy of Sciences , as well as an Associate Fellow of the American Institute of Aeronautics and Astronautics .","schweickart, fellow of the american astronautical society, california academy of sciences, international academy of astronautics, american institute of aeronautics and astronautics","american institute of aeronautics and astronautics, american astronautical society, international academy of astronautics, california academy of sciences, schweickart",2,0.8,science,18
