"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.defn","Input.sentence","Input.list1","Input.list2","Input.gptlist","Input.f1","Input.dataset","Input.id","Answer.better","Answer.l1correct.on","Answer.l1extra","Answer.l1missing","Answer.l2correct.on","Answer.l2extra","Answer.l2missing","Approve","Reject"
"3EFNPKWBN7PXG5CUPRFS6XVNEM830D","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","39LNWE0K49XU8E4NY351OUHZ20YIUM","A3LH1N4O3ABQ3Z","Approved","Wed May 10 02:41:50 PDT 2023","Wed May 10 02:42:29 PDT 2023","Fri May 12 02:42:29 PDT 2023","Thu May 11 10:04:43 PDT 2023","","","39","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Chekhov has also influenced the work of Japanese playwrights including Shimizu Kunio , Yōji Sakate , and Ai Nagai .","japanese playwrights, yōji sakate, shimizu kunio, chekhov, ai nagai","yōji sakate, japanese, chekhov, shimizu kunio, ai nagai","1","0.8","lit","1","1","false","","","false","japanese","Japanese playwrights"
"3D17ECOUPTWXNUXCLAJSK2EXJEE31G","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3YOH7BII0O8LROJB3W0IXWYV8BWKVO","A3LH1N4O3ABQ3Z","Approved","Wed May 10 02:44:28 PDT 2023","Wed May 10 02:47:49 PDT 2023","Fri May 12 02:47:49 PDT 2023","Thu May 11 10:04:43 PDT 2023","","","201","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","NMF is an instance of nonnegative quadratic programming ( NQP ) , just like the support vector machine ( SVM ) .","support vector machine (svm, nonnegative quadratic programming (nqp, nmf (non-negative matrix factorization","support vector machine, nmf, nonnegative quadratic programming, svm, nqp","1","0.0","ai","6","2","false","non-negative matrix factorization","","true","",""
"3XEDXEGFYIP3C3K1AX7RNJCPP8U0KL","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3I0BTBYZACM0IS7C4EDKLBNGCUQY03","A3LH1N4O3ABQ3Z","Approved","Tue May 09 05:57:01 PDT 2023","Tue May 09 05:58:11 PDT 2023","Thu May 11 05:58:11 PDT 2023","Thu May 11 05:58:55 PDT 2023","","","70","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","In May 2012 the Likeminded Group formed an alliance with the PML ( N ) in a bid to unite all Pakistan Muslim League factions under the leadership of Nawaz Sharif , with the aim of defeating the Pakistan Tehreek-e-Insaf and the ruling coalition of Pakistan Peoples Party and PML ( Q ) in the upcoming 2013 Pakistani general election .","pakistan muslim league, pakistan tehreek-e-insaf, nawaz sharif, pml, 2013 pakistani general election, pml, pakistan peoples party","pml (q, nawaz sharif, pml (n, 2013 pakistani general election, likeminded group, pakistan muslim league, pakistan peoples party, pakistan tehreek-e-insaf","2","0.7142857142857143","pol","14","1","false","","Likeminded Group","true","",""
"32XN26MTYEKEW92JVXJS2JP4E8Z0LO","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3300DTYQTHIQ0GVKLBV5TEMI7MJQEE","A3LH1N4O3ABQ3Z","Approved","Tue May 09 05:44:45 PDT 2023","Tue May 09 05:48:11 PDT 2023","Thu May 11 05:48:11 PDT 2023","Thu May 11 05:48:55 PDT 2023","","","206","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location",", ( 2002 ) as the automatic metric for Machine translation ( MT ) evaluation , many other methods have been proposed to revise or improve it , such as TER , METEOR , Banerjee and Lavie , ( 2005 ) etc .","mt, machine translation, ter, lavie, meteor, banerjee","banerjee, machine translation (mt, lavie, meteor, ter","2","0.7272727272727273","ai","20","3","false","mt","","false","mt",""
"3YD0MU1NDH2BI1BZJ5FB8KJGSA67AD","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3WSELTNVRI302J60MANE207E6EKTA0","A3LH1N4O3ABQ3Z","Approved","Tue May 09 05:35:32 PDT 2023","Tue May 09 05:40:22 PDT 2023","Thu May 11 05:40:22 PDT 2023","Thu May 11 05:40:55 PDT 2023","","","290","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","This binding results in the activation of a signalling pathway which allows for the transcription factor NF-κB to enter the nucleus of the macrophage and initiate the transcription and eventual secretion of various cytokines such as Il-8 , Interleukin-1 family , and TNFα .","interleukin-1 family, nf-κb, il-8, tnfα","transcription factor nf-κb, macrophage, signalling pathway, interleukin-1 family, il-8, cytokines, tnfα","2","0.5454545454545454","science","21","2","false","","signalling pathway, binding, nucleus, macrophage, transcription factor, secretion, cytokines","false","","binding, nucleus"
"3KLL7H3EHS2S3EK979SJVKMNRN2VH3","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3NVC2EB6550WZK69N1V3N9LNF6AY3Y","A3LH1N4O3ABQ3Z","Approved","Tue May 09 06:03:37 PDT 2023","Tue May 09 06:04:07 PDT 2023","Thu May 11 06:04:07 PDT 2023","Thu May 11 06:04:55 PDT 2023","","","30","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Most of the outer irregular moon s of Jupiter and Saturn also have retrograde orbits , as do some of Uranus ' s outer moons .","irregular moon, uranus, saturn, jupiter","jupiter, outer irregular moons, uranus, saturn, retrograde orbits","2","0.6666666666666666","science","23","2","false","","retrograde orbits, outer moons","false","",""
"3Z33IC0JDFNZO82Q9X4RI3OZ8AV9VS","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","373ERPL3Y39S10SHOL90XQWO6IART8","A3LH1N4O3ABQ3Z","Approved","Wed May 10 02:33:49 PDT 2023","Wed May 10 02:34:55 PDT 2023","Fri May 12 02:34:55 PDT 2023","Thu May 11 10:04:43 PDT 2023","","","66","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","In 1857 , at the request of the Tokugawa Shogunate , a group of Dutch engineers began work on the Nagasaki Yotetsusho , a modern , Western-style foundry and shipyard near the Dutch settlement of Dejima , at Nagasaki .","dejima, tokugawa shogunate, dutch, dutch, nagasaki, nagasaki yotetsusho","nagasaki yotetsusho, dutch engineers, dejima, nagasaki, tokugawa shogunate","2","0.8","ai","24","1","false","","dutch engineers","true","",""
"3J9L0X0VEUNC3X2VZ79N457DFJX9W2","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3HL8HNGX4K2CEVEUZK4PP1HT9NZ9FY","A11UPQ80EOA4C2","Approved","Thu May 11 09:26:46 PDT 2023","Thu May 11 09:29:00 PDT 2023","Sat May 13 09:29:00 PDT 2023","Thu May 11 10:04:43 PDT 2023","","","134","100% (13/13)","100% (13/13)","100% (9/9)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The remainder were distributed off a ferry near Hong Kong , the ferry between Hainan Island and the Chinese mainland , a ferry in Vietnam , White 's Ferry on the Potomac River in Virginia on Father 's Day 2007 , and on author H. P. Lovecraft ' s grave in Providence , Rhode Island on December 17 , 2005 .","hong kong, h. p. lovecraft, father 's day, white 's ferry, providence, virginia, hainan island, chinese mainland, rhode island, potomac river, vietnam","chinese mainland, providence, h. p. lovecraft, virginia, hainan island, vietnam, white's ferry, rhode island, hong kong, potomac river","2","0.8571428571428571","lit","25","1","true","","","false","","Fathers Day"
"3ZLW647WB0W4CFF84EJ6PLO2BKS32X","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","32SVAV9L3UAV32867VHNKN3GCF83AU","A3LH1N4O3ABQ3Z","Approved","Tue May 09 05:42:42 PDT 2023","Tue May 09 05:44:40 PDT 2023","Thu May 11 05:44:40 PDT 2023","Thu May 11 05:44:55 PDT 2023","","","118","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Michael Bloomberg , formerly a Democrat , was elected as a Republican in 2001 New York City mayoral election and 2005 New York City mayoral election , succeeding another Republican mayor , Rudy Giuliani , elected in 1993 and 1997 New York City mayoral election .","democrat, republican, republican, 2001 new york city mayoral election, 1993 and 1997 new york city mayoral election, 2005 new york city mayoral election, rudy giuliani, michael bloomberg","republican, democrat, michael bloomberg, 1993 new york city mayoral election, 1997 new york city mayoral election, rudy giuliani, 2005 new york city mayoral election, 2001 new york city mayoral election, new york city","2","0.75","pol","28","1","true","","","false","","Republican"
"3UL5XDRDORKIC941YEG0E9ZPBGB58S","3EVCCKXZAUC0O1SDPG23FYSEP17XJ3","Named Entity Recognition 4","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:16:25 PDT 2023","1","BatchId:381552;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:16:25 PDT 2023","","","3U5NZHP4L63HKEL7BZOMECTLU6RPH4","A3LH1N4O3ABQ3Z","Approved","Wed May 10 02:37:53 PDT 2023","Wed May 10 02:40:32 PDT 2023","Fri May 12 02:40:32 PDT 2023","Thu May 11 10:04:43 PDT 2023","","","159","100% (21/21)","100% (21/21)","100% (21/21)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Time series are used in statistics , signal processing , pattern recognition , econometrics , mathematical finance , weather forecasting , earthquake prediction , electroencephalography , control engineering , astronomy , communications engineering , and largely in any domain of applied science and engineering which involves temporal measurements .","pattern recognition, statistics, earthquake prediction, control engineering, communications engineering, time series, econometrics, weather forecasting, signal processing, astronomy, mathematical finance, applied science, electroencephalography","econometrics, pattern recognition, signal processing, mathematical finance, weather forecasting, communications engineering, control engineering, statistics, earthquake prediction","2","0.8181818181818182","ai","33","1","false","","engineering","false","","Time series, electroencephalography, applied science, engineering"
