defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location",The method of defining the linked list specifies the use of a depth-first search or a breadth-first search .,"depth-first search, breadth-first search","breadth-first search, linked list, depth-first search",2,0.8,ai,0
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","He knew patristic literature , as well as Pliny the Elder , Virgil , Lucretius , Ovid , Horace and other classical writers .","horace, lucretius, pliny the elder, classical, patristic literature, ovid, virgil","patristic literature, virgil, classical writers, lucretius, pliny the elder, ovid, horace",2,0.8571428571428571,lit,3
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1857 , Dickens hired professional actresses for the play The Frozen Deep , written by him and his protégé , Wilkie Collins .","wilkie collins, dickens, the frozen deep","dickens, wilkie collins, the frozen deep, professional actresses",2,0.8571428571428571,lit,10
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","At UCSD , Norman was a founder of the Institute for Cognitive Science and one of the organizers of the Cognitive Science Society ( along with Roger Schank , Allan M. Collins , and others ) , which held its first meeting at the UCSD campus in 1979 .","norman, roger schank, allan m. collins, ucsd, ucsd, the institute for cognitive science, cognitive science society","ucsd, cognitive science society, norman, allan m. collins, roger schank, institute for cognitive science",2,0.8333333333333334,ai,11
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","In May 2012 the Likeminded Group formed an alliance with the PML ( N ) in a bid to unite all Pakistan Muslim League factions under the leadership of Nawaz Sharif , with the aim of defeating the Pakistan Tehreek-e-Insaf and the ruling coalition of Pakistan Peoples Party and PML ( Q ) in the upcoming 2013 Pakistani general election .","pakistan muslim league, pakistan tehreek-e-insaf, nawaz sharif, pml, 2013 pakistani general election, pml, pakistan peoples party","pml (q, nawaz sharif, pml (n, 2013 pakistani general election, likeminded group, pakistan muslim league, pakistan peoples party, pakistan tehreek-e-insaf",2,0.7142857142857143,pol,14
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","The same boundaries were used in the 1922 United Kingdom general election , the 1923 United Kingdom general election , the 1924 United Kingdom general election , the 1929 United Kingdom general election , the 1931 United Kingdom general election , the 1935 United Kingdom general election and the 1945 United Kingdom general election .","1945 united kingdom general election, 1929 united kingdom general election, 1931 united kingdom general election, 1935 united kingdom general election, 1923 united kingdom general election, 1924 united kingdom general election, 1922 united kingdom general election","1935 united kingdom general election, 1931 united kingdom general election, 1922 united kingdom general election, united kingdom, 1923 united kingdom general election, 1929 united kingdom general election, 1924 united kingdom general election, 1945 united kingdom general election",2,0.9333333333333332,pol,22
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Such mass wasting occurs on both terrestrial and submarine slopes , and has been observed on Earth , Mars , Venus , Titan and Iapetus .","iapetus, mass wasting, earth, titan, venus, mars","mars, venus, earth, iapetus, titan",1,0.9090909090909092,science,26
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Many families of proteins act as negative regulators categorized into either antiapoptotic factors , such as IAP nowiki / s and Bcl-2 family proteins or prosurvival factors like cFLIP , BNIP3 , FADD , Protein kinase B , and NF-κB .","proteins, nf-κb, fadd, bcl-2 family proteins, antiapoptotic factors, bnip3, protein kinase b, cflip, prosurvival factors","nf-κb, fadd, cflip, bcl-2 family, iap, bnip3, protein kinase b",1,0.625,science,29
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Since 2008 it was part of the Sammarinese Union of Moderates together with Sammarinese Populars and stood in opposition to the 2006-2008 coalition government consisting of the Party of Socialists and Democrats , the Popular Alliance and the United Left .","party of socialists and democrats, popular alliance, united left, 2006-2008 coalition government, sammarinese union of moderates, sammarinese populars","party of socialists and democrats, sammarinese populars, sammarinese union of moderates, united left, popular alliance",1,0.9090909090909092,pol,30
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","William F. Buckley , Jr and other contributors for the National Review magazine .","william f. buckley jr, national review magazine","william f. buckley , jr, national review",1,0.0,lit,31
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","In Kota Kinabalu , United Pasokmomogun Kadazandusun Murut Organisation ( UPKO ) led by its Secretary-General Datuk Wilfred Madius Tangau , on 23 September 2008 , joined its 3 other Barisan Nasional ( BN ) counterparts Malaysian Chinese Association , Parti Gerakan Rakyat Malaysia and Malaysian Indian Congress , petitioning Government review of ISA .","wilfred madius tangau, upko, malaysian indian congress, kota kinabalu, bn, malaysian chinese association, parti gerakan rakyat malaysia, barisan nasional, united pasokmomogun kadazandusun murut organisation","malaysian indian congress, barisan nasional (bn, isa, malaysian chinese association, united pasokmomogun kadazandusun murut organisation (upko, datuk wilfred madius tangau, kota kinabalu, parti gerakan rakyat malaysia",2,0.4705882352941176,pol,32
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","The Party stood one candidate , John Morris , in the 1997 United Kingdom general election and 2001 United Kingdom general election in the Guildford constituency , and two in the 2005 United Kingdom general election with Caroline O 'Reilly also standing in Brighton Kemptown .","2005 united kingdom general election, 1997 united kingdom general election, 2001 united kingdom general election, john morris, guildford, brighton kemptown","caroline o'reilly, john morris, brighton kemptown, 1997 united kingdom general election, 2001 united kingdom general election, 2005 united kingdom general election, guildford constituency, the party",2,0.7142857142857143,pol,34
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","The minor planet is named after the Leakey 's , a family of Kenyan paleoanthropologist s : Mary Leakey ( 1913-1996 ) , her husband Louis Leakey ( 1903-1972 ) , and their son Richard Leakey ( born 1944 ) .","richard leakey, leakey, kenyan, mary leakey, minor planet, louis leakey","mary leakey, louis leakey, leakey's, minor planet, richard leakey",2,0.7272727272727273,science,37
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","He has performed at venues including Lincoln Center , Carnegie Hall , CBGB ' s and Madison Square Garden .","cbgb's, lincoln center, madison square garden, carnegie hall","carnegie hall, cbgb, lincoln center, madison square garden",1,0.75,music,41
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","They were inducted by Chuck D and LL Cool J on April 14 , 2012 therefore the group didn 't perform ; instead Black Thought , Travie from Gym Class Heroes and Kid Rock performed a medley of their songs .","black thought, chuck d, kid rock, travie, gym class heroes, ll cool j","chuck d, black thought, travie, gym class heroes, ll cool j, medley, kid rock",1,0.9230769230769232,music,42
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Several metrics use WordNet , a manually constructed lexical database of English words .",wordnet,"english, wordnet",1,0.6666666666666666,ai,49
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1984 , Loverboy recorded the United States at the 1984 Summer Olympics theme for the 1984 Summer Olympics , Nothing 's Gonna Stop You Now .","united states, loverboy, 1984 summer olympics, nothing's gonna stop you now","1984 summer olympics, 1984 summer olympics, loverboy, nothing 's gonna stop you now, united states",1,0.75,music,54
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The first film was premiered at the 1962 Cannes Film Festival , where Lloyd was fêted as a major rediscovery .","1962 cannes film festival, first film, lloyd","lloyd, cannes film festival",1,0.4,lit,55
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","As a film-score composer , Sakamoto has won an Academy Awards , a British Academy Film Awards , a Grammy Award , and 2 Golden Globe Award s .","golden globe awards, british academy film awards, sakamoto, academy awards, grammy award","grammy award, british academy film awards, academy awards, golden globe award, sakamoto",1,0.8,music,56
