,idx,para,entities,preds,meta,f1
0,9092,"In 1963 and 1964 he traveled with his orchestra in Western Europe and Yugoslavia under the auspices of the United States ' Department of State 's Cultural Presentations Program , as one of a select group of ensembles which represented American culture abroad as `` cultural ambassadors '' .","['Europe', 'Yugoslavia', 'United States', 'Department of State', 'American']","['yugoslavia', 'cultural presentations program', 'department of state', 'united states', 'western europe']","1. 1963 | False | as it is a date
2. 1964 | False | as it is a date
3. orchestra | False | as it is not a named entity
4. Western Europe | True | as it is a location
5. Yugoslavia | True | as it is a historical country or location
6. United States | True | as it is a country or location
7. Department of State | True | as it is an organization
8. Cultural Presentations Program | True | as it is a program within an organization, named explicitly
9. American culture | False | as it is an abstract concept
10. cultural ambassadors | False | as it is a descriptive term, not a named entity",0.6
1,12410,"The ecoregion lies in the Willamette Valley , which runs from south to north between the Oregon Coast Range to the west and the Cascades Range to the east .","['Willamette Valley', 'Oregon', 'Cascades Range']","['willamette valley', 'oregon coast range', 'cascades range']","1. ecoregion | False | as it is a scientific concept in biology
2. Willamette Valley | True | as it is a location
3. south | False | as it is a direction
4. north | False | as it is a direction
5. Oregon Coast Range | True | as it is a location
6. west | False | as it is a direction
7. Cascades Range | True | as it is a location
8. east | False | as it is a direction",0.6666666666666666
2,41688,"Government backing to the Missriya gave them a decided advantage over local Dinka groups , and raiding by `` murahileen '' militias ( and other government backed groups , including some Dinka militias ) resulted in considerable loss of life , widespread abduction and pillaging of Dinka villages .","['Missriya', 'Dinka groups', 'Dinka militias', 'Dinka villages']","['missriya', 'murahileen', 'dinka militias', 'dinka groups']","1. Government | False | as it is an abstract concept, not a specific organization
2. Missriya | True | as it is an organization/group
3. Dinka groups | True | as they are an organization/group
4. murahileen | True | as it is an organization/group (militias)
5. Dinka militias | True | as it is an organization/group",0.75
3,15046,"The BW & amp ; DR connected Birmingham and Wolverhampton , and was a key link in the through route from London to Birkenhead .","['BW  amp  DR', 'Birmingham', 'Wolverhampton', 'London', 'Birkenhead']","['birmingham', 'birkenhead', 'london', 'bw & dr', 'wolverhampton']","1. BW & DR | True | as it is an abbreviation for an organization or possibly a transportation system
2. Birmingham | True | as it is a location
3. Wolverhampton | True | as it is a location
4. London | True | as it is a location
5. Birkenhead | True | as it is a location",0.8
4,31559,") , Harris Semiconductor ( manufactured `` 80387 '' and `` 486DX '' processors ) , IBM ( various `` 387 '' and `` 486 '' designs ) , IDT ( the WinChip , `` C3 '' , `` C7 '' , `` Nano '' , etc .","['Harris Semiconductor', 'IBM', 'IDT']","['harris semiconductor', 'ibm', 'idt']","1. Harris Semiconductor | True | as this is an organization
2. 80387 | False | as this is a product
3. 486DX | False | as this is a product
4. processors | False | as this is a type of product, not an entity
5. IBM | True | as this is an organization
6. 387 | False | as this is a product
7. 486 | False | as this is a product
8. IDT | True | as this is an organization
9. WinChip | False | as this is a product
10. C3 | False | as this is a product
11. C7 | False | as this is a product
12. Nano | False | as this is a product
13. etc. | False | as it is not an entity, represents other items that are not listed",1.0
5,26064,"Komeito , a political party closely aligned with Soka Gakkai and founded by elements of its lay membership , entered a coalition agreement with the Liberal Democratic Party in 1999 and is currently a junior partner in government .","['Komeito', 'Soka Gakkai', 'Liberal Democratic Party']","['komeito', 'soka gakkai', 'liberal democratic party']","1. Komeito | True | as it is an organization (political party)
2. Soka Gakkai | True | as it is an organization
3. Liberal Democratic Party | True | as it is an organization (political party)
4. 1999 | False | as it is a date
5. coalition agreement | False | as it is an action or event
6. junior partner in government | False | as it is a role, not a specific entity",1.0
6,39469,It is on the south bank of Gypsum Creek .,['Gypsum Creek'],['gypsum creek'],"1. south bank | False | as it is a general geographic term
2. Gypsum Creek | True | as it is a location (specific body of water)",1.0
7,5642,"Until the 1940s , Mantzavinata was an important centre of wine and raisin production .",['Mantzavinata'],['mantzavinata'],"1. 1940s | False | as it is a date
2. Mantzavinata | True | as it is a location
3. wine and raisin production | False | as these are products and not organizations or locations",1.0
8,24150,White Read Aloud Award is given by The Association of Booksellers for Children ( ABC ) to honor books that its membership feel embodies the universal read-aloud standards that E. B .,"['Association of Booksellers for Children', 'ABC']","['the association of booksellers for children', 'abc']","1. White Read Aloud Award | False | as it is the name of an award, not an organization or location
2. The Association of Booksellers for Children | True | as it is the name of an organization
3. ABC | True | as it is the abbreviation for the organization (The Association of Booksellers for Children)
4. E. B | False | as it is the initials for a person",0.5
9,21463,"D'Arros Island is an oval-shaped , flat coral sand cay , oriented northeast–southwest , long and wide , and nowhere higher than .",['coral sand cay'],"[""d'arros island""]","1. D'Arros Island | True | as it is a location
2. oval-shaped | False | as it is an adjective
3. flat coral sand cay | False | as it is a geological feature, not a named entity
4. oriented northeast–southwest | False | as it is a directional description
5. long and wide | False | as it is a description of size, not an entity
6. nowhere higher than | False | as it is a description of height, not an entity",0.0
10,18897,Three employees of the provincial government of British Columbia were charged with corruption and breach of trust following the BC Legislature Raids .,"['British Columbia', 'BC Legislature Raids']",['british columbia'],"1. provincial government | False | as it is not a named organization
2. British Columbia | True | as it is a location
3. corruption | False | as it is an abstract concept
4. breach of trust | False | as it is an abstract concept
5. BC Legislature Raids | False | as it is an event",0.6666666666666666
11,27372,CTV Northern Ontario and News 10 Persona in Sudbury filmed a story about him .,"['CTV Northern Ontario', 'News 10 Persona', 'Sudbury']","['sudbury', 'ctv northern ontario', 'news 10 persona']","1. CTV Northern Ontario | True | as it is an organization
2. News 10 Persona | True | as it is an organization
3. Sudbury | True | as it is a location
4. filmed | False | as it is an action or verb
5. story | False | as it is not a named entity
6. him | False | as it is a pronoun and not a named entity",1.0
12,7946,"To deal with such issues , in September 1994 , Angola , Namibia , and Botswana signed an agreement to form the Permanent Okavango River Basin Water Commission , to provide advice to the three countries about the best ways to share the Okavango River 's resources .","['Angola', 'Namibia', 'Botswana', 'Permanent Okavango River Basin Water Commission', 'Okavango River']","['angola', 'namibia', 'permanent okavango river basin water commission', 'botswana']","1. Angola | True | as it is a location
2. Namibia | True | as it is a location
3. Botswana | True | as it is a location
4. September 1994 | False | as it is a date
5. Permanent Okavango River Basin Water Commission | True | as it is an organization
6. Okavango River | False | as it is a geographical feature (not specifically a location or organization)",0.8888888888888888
13,10071,"broder [ broader ] as far as Tyishaf Farm for convenience of coals from the Old Ship [ the Old Slip , near Furnace ] ...","['Tyishaf Farm', 'Old Ship', 'Old Slip', 'Furnace']",[],"1. Tyishaf Farm | False | as it is a specific location related to a building
2. Old Ship | False | as it is a specific location related to a building
3. Old Slip | False | as it is a specific location related to a building
4. Furnace | False | as it is a specific location related to a building",0.0
14,19123,She was educated at Kensington high school and first went to work as a governess .,['Kensington high school'],['kensington high school'],1. Kensington high school | True | as it is an organization,1.0
15,11469,Phillips Brook is a 19.6 mile long ( 31.6 km ) river in northern New Hampshire in the United States .,"['Phillips Brook', 'New Hampshire', 'United States']","['phillips brook', 'united states', 'northern new hampshire']","1. Phillips Brook | True | as it is a location (a river)
2. 19.6 mile | False | as it is a distance measurement
3. 31.6 km | False | as it is a distance measurement
4. northern New Hampshire | True | as it is a location
5. United States | True | as it is a location",0.6666666666666666
